24650000000	24750000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24650000000	24750000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24750000000	25250000000	nmhh	ÁLLANDÓHELYŰ				
24750000000	25250000000	nmhh	H203	K	26 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 11. pontA frekvenciahasználati jogosultság területi kiterjedése: országos.
24750000000	25250000000	nmhh				CEPT T/R 13-02 2. ajánlási pont	A frekvenciaelosztás módja: versenyeztetési eljárás.A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
24750000000	25250000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	megengedett (7. melléklet).
24750000000	25250000000	nmhh	H203		26 GHz-es sávú digitális pont-többpont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 11. pont A frekvenciahasználati jogosultság területi kiterjedése: országos.A frekvenciaelosztás módja: versenyeztetési eljárás.
24750000000	25250000000	nmhh				ECC/REC/(11)01	A felhasználói állomás egyedi engedélyezési kötelezettség alól
24750000000	25250000000	nmhh				MSZ EN 302 326-2;MSZ EN 302 326-3	mentesítve.A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
24750000000	25250000000	nmhh					megengedett (7. melléklet).
24750000000	25250000000	nmhh			FWA		
24750000000	25250000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24750000000	25250000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24750000000	25250000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24750000000	25250000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24750000000	25250000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
25250000000	25500000000	nmhh	ÁLLANDÓHELYŰ				
25250000000	25500000000	nmhh	H203	K	26 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 11. pont
25250000000	25500000000	nmhh				dokumentum	A frekvenciahasználati jogosultság területi kiterjedése: országos.
25250000000	25500000000	nmhh				CEPT T/R 13-02 2. ajánlási	A frekvenciaelosztás módja: versenyeztetési eljárás.
25250000000	25500000000	nmhh				pont MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
25250000000	25500000000	nmhh	H203		26 GHz-es sávú digitális pont-többpont rendszerek.	Két- és többoldalú nemzetközi koordinációs	2. melléklet II. fejezet 11. pont A frekvenciahasználati jogosultság területi kiterjedése: országos.
25250000000	25500000000	nmhh				dokumentum	A frekvenciaelosztás módja: versenyeztetési eljárás.
25250000000	25500000000	nmhh				ECC/REC/(11)01MSZ EN 302 326-2;	A felhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
25250000000	25500000000	nmhh				MSZ EN 302 326-3	A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
25250000000	25500000000	nmhh			FWA		
25250000000	25500000000	nmhh	Műholdas hiteles frekvencia és órajel				
25250000000	25500000000	nmhh	(Föld-űr irány)				
25250000000	25500000000	nmhh	H88		Műholdas hiteles frekvencia és órajel alkalmazások.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
25250000000	25500000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6.	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
25250000000	25500000000	nmhh				melléklete	Egyedi engedélyezési kötelezettség alól mentesítve.
25250000000	25500000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
25250000000	25500000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
25250000000	25500000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
25250000000	25500000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
25500000000	26500000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS				
25500000000	26500000000	nmhh	(űr-Föld irány)				
25500000000	26500000000	nmhh	H89	K	A műholdas Föld-kutatás alkalmazásai.		
25500000000	26500000000	nmhh	ÁLLANDÓHELYŰ				
25500000000	26500000000	nmhh	H203		26 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 11. pont
25500000000	26500000000	nmhh				dokumentum	A frekvenciahasználati jogosultság területi kiterjedése: országos.
25500000000	26500000000	nmhh				CEPT T/R 13-02 2. ajánlási	A frekvenciaelosztás módja: versenyeztetési eljárás.
25500000000	26500000000	nmhh				pont MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	A frekvenciahasználati jogosultság, jog másodlagos kereskedelme megengedett (7. melléklet).
25500000000	26500000000	nmhh	H203		26 GHz-es sávú digitális pont-többpont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 11. pont A frekvenciahasználati jogosultság területi kiterjedése: országos. A frekvenciaelosztás módja: versenyeztetési eljárás.
25500000000	26500000000	nmhh				ECC/REC/(11)01	A felhasználói állomás egyedi engedélyezési kötelezettség alól
25500000000	26500000000	nmhh				MSZ EN 302 326-2;MSZ EN 302 326-3	mentesítve.A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
25500000000	26500000000	nmhh					megengedett (7. melléklet).
25500000000	26500000000	nmhh			FWA		
25500000000	26500000000	nmhh	Műholdas hiteles frekvencia és órajel				
25500000000	26500000000	nmhh	(Föld-űr irány)				
25500000000	26500000000	nmhh	H88		Műholdas hiteles frekvencia és órajel alkalmazások.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
25500000000	26500000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6.	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
25500000000	26500000000	nmhh				melléklete	Egyedi engedélyezési kötelezettség alól mentesítve.
25500000000	26500000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
25500000000	26500000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
25500000000	26500000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
25500000000	26500000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
26500000000	27000000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS (űr-Föld irány)				
26500000000	27000000000	nmhh	H89	K	A műholdas Föld-kutatás alkalmazásai.		
26500000000	27000000000	nmhh	Műholdas hiteles frekvencia és órajel (Föld-űr irány)				
26500000000	27000000000	nmhh	H88		Műholdas hiteles frekvencia és órajel alkalmazások.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
26500000000	27000000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6.	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
26500000000	27000000000	nmhh				melléklete	Egyedi engedélyezési kötelezettség alól mentesítve.
26500000000	27000000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
26500000000	27000000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD) a 26,5-26,65 GHz sávban.	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
26500000000	27000000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
26500000000	27000000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
27000000000	27500000000	empty
27500000000	28500000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ (Föld-űr irány)				
27500000000	28500000000	nmhh	H194A	K	Műholdas állandóhelyű szolgálat alkalmazásai a 27,5-27,8285 GHz és a 28,4445-28,5 GHz sávban.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
27500000000	28500000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
27500000000	28500000000	nmhh			Nem koordinált földi állomások	ECC/DEC/(05)01	A végfelhasználói állomás kisugárzási tengelyének emelkedési szöge legyen nagyobb, mint 10°.
27500000000	28500000000	nmhh					A végfelhasználói állomásnak és/vagy a végfelhasználói állomásműhold együttesének teljesítményszabályozással kell működnie.
27500000000	28500000000	nmhh					A földi állomás egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
27500000000	28500000000	nmhh	H193A		HDFSS a 27,5-27,82 GHz és a		
27500000000	28500000000	nmhh			28,45-28,5 GHz sávban		
28500000000	29100000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ				
28500000000	29100000000	nmhh	(Föld-űr irány)				
28500000000	29100000000	nmhh	H194A	K	Műholdas állandóhelyű szolgálat alkalmazásai a 28,5-28,9485 GHz sávban.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
28500000000	29100000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
28500000000	29100000000	nmhh			Nem koordinált földi állomások	ECC/DEC/(05)01	A végfelhasználói állomás kisugárzási tengelyének emelkedési szöge legyen nagyobb, mint 10°.
28500000000	29100000000	nmhh					A végfelhasználói állomásnak és/vagy a végfelhasználói állomásműhold együttesének teljesítményszabályozással kell működnie.
28500000000	29100000000	nmhh					A földi állomás egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
28500000000	29100000000	nmhh	H193A		HDFSS a 28,5-28,94 GHz sávban		
28500000000	29100000000	nmhh	Műholdas Föld-kutatás				
28500000000	29100000000	nmhh	(Föld-űr irány)				
28500000000	29100000000	nmhh	H89		A műholdas Föld-kutatás alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
29100000000	29500000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ				
29100000000	29500000000	nmhh	(Föld-űr irány)				
29100000000	29500000000	nmhh	H164	K	A műholdas mozgószolgálat NGSO műholdas rendszereinek modulációs összeköttetései.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
29100000000	29500000000	nmhh			Iridium űrtávközlési rendszer		
29100000000	29500000000	nmhh			központi földi állomása		
29100000000	29500000000	nmhh	H194A		Műholdas állandóhelyű szolgálat alkalmazásai a 29,4525-29,5 GHz sávban.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
29100000000	29500000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
29100000000	29500000000	nmhh			Nem koordinált földi állomások	ECC/DEC/(05)01	A végfelhasználói állomás kisugárzási tengelyének emelkedési szöge legyen nagyobb, mint 10°.
29100000000	29500000000	nmhh					A végfelhasználói állomásnak és/vagy a végfelhasználói állomásműhold együttesének teljesítményszabályozással kell működnie.
29100000000	29500000000	nmhh					A földi állomás egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
29100000000	29500000000	nmhh	H193A		HDFSS a 29,46-29,5 GHz sávban		
29100000000	29500000000	nmhh	Műholdas Föld-kutatás (Föld-űr irány)				
29100000000	29500000000	nmhh	H89		A műholdas Föld-kutatás alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
29500000000	29900000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ				
29500000000	29900000000	nmhh	(Föld-űr irány)				
29500000000	29900000000	nmhh	H194A	K	Műholdas állandóhelyű szolgálat alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
29500000000	29900000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
